text,label,source,processed_text
lunatic your family,1,combined,lunatic family
go die in a hole smh,1,train,die hole smh
mental asshole,1,train,mental asshole
fucking repulsive,1,train,fucking repulsive
go diee yourself,1,train,diee
wow nobody cares about you smh,1,train,wow nobody care smh
ugly dickhead,1,train,ugly dickhead
hey u prostitude,1,train,hey prostitude
nobody in their right mind would think this is good,1,combined,nobody right mind would think good
you remain talentedworker,0,combined,remain talentedworker
great person!,0,val,great person
ugly son of a bitch,1,combined,ugly son bitch
appreciate it,0,train,appreciate
kind,0,combined,kind
ur asswhole,1,val,asswhole
youre so latino so what,1,combined,youre latino
nobody cares about you,1,combined,nobody care
what about too asian for here,1,combined,asian
good work...,0,test,good work
very perfect work,0,train,perfect work
lol have a great day! tbh,0,combined,lol great day tbh
grateful to see you,0,train,grateful see
such a you are talented,0,combined,talented
really stand,0,train,really stand
genuinely passionate,0,train,genuinely passionate
stupid wally,1,combined,stupid wally
crap you,1,combined,crap
damn ogre,1,train,damn ogre
fool,1,combined,fool
very shot,0,train,shot
fucking ladyboy,1,combined,fucking ladyboy
such a wish you well,0,train,wish well
kik??,1,combined,kik
you are chink,1,combined,chink
such a beautiful person,0,combined,beautiful person
peace.,0,val,peace
nasty u sult,1,combined,nasty sult
what a filthy,1,combined,filthy
very merry christmas,0,combined,merry christmas
go tranny yourself,1,combined,tranny
engagingperson!!,0,val,engagingperson
you are a son of a bitch,1,combined,son bitch
tbh excellent work,0,test,tbh excellent work
morning!,0,combined,morning
considering your race is,1,combined,considering race
this is awesome smh,0,train,awesome smh
you are wonderful.,0,combined,wonderful
absolutely youre too brown,1,train,absolutely youre brown
sociopath your family,1,combined,sociopath family
you remain intelligentperson,0,train,remain intelligentperson
madman bitch,1,train,madman bitch
slute and proud,1,train,slute proud
chink...,1,combined,chink
stay healthy,0,train,stay healthy
prostitude alert,1,train,prostitude alert
you dont belong here...,1,train,dont belong
ure insne,1,combined,ure insne
youre a remarkable,0,combined,youre remarkable
kill??,1,combined,kill
you are a whore,1,combined,whore
morning,0,train,morning
nasty fucking bitch,1,combined,nasty fucking bitch
kung flu...,1,combined,kung flu
chinkk!,1,combined,chinkk
definitely white trash,1,train,definitely white trash
stupid gok,1,val,stupid gok
dickhead!,1,combined,dickhead
youre such a shithead,1,combined,youre shithead
considering you black,1,train,considering black
useless sluut,1,train,useless sluut
yo skizo,1,train,skizo
smh go die in a hole,1,combined,smh die hole
whats up gok,1,combined,whats gok
youre kiill,1,train,youre kiill
cot...,0,combined,cot
ugly git,1,combined,ugly git
fucking prostitute,1,val,fucking prostitute
sodedicatedworker,0,train,sodedicatedworker
youre genius,0,train,youre genius
hi girl what's up,0,train,girl whats
totally helpful,0,train,totally helpful
sult and proud,1,combined,sult proud
lol nobody likes you lol,1,combined,lol nobody like lol
youareentertainingperson,0,train,youareentertainingperson
so morning,0,train,morning
u carzy,1,val,carzy
protitut alert,1,combined,protitut alert
ngl youre so stupid lol tbh,1,combined,ngl youre stupid lol tbh
absolutely salt,0,train,absolutely salt
nice?,0,combined,nice
hi paki,1,train,paki
feeling love,0,train,feeling love
you are you have good mental health,0,train,good mental health
crazy person whore,1,test,crazy person whore
sup stupid sult,1,val,sup stupid sult
youre smart person,0,val,youre smart person
dick asshole,1,train,dick asshole
responsibleworker!,0,combined,responsibleworker
hello psycko,1,combined,hello psycko
have a be safe time,0,combined,safe time
pillock whore,1,combined,pillock whore
youre known for being genuineperson,0,combined,youre known genuineperson
you are floozy,1,val,floozy
chink bitch,1,train,chink bitch
absolutely go back to india,1,combined,absolutely back india
enthusiastic!!,0,combined,enthusiastic
what a shite,1,combined,shite
car,0,test,car
buttaface your family,1,train,buttaface family
bought!!,0,val,bought
wow perfect fr,0,combined,wow perfect
you are kindly,0,combined,kindly
hey sult!,1,combined,hey sult
chnk and proud,1,combined,chnk proud
schizophrenic!,1,combined,schizophrenic
feeling listen,0,combined,feeling listen
what a train day,0,combined,train day
totally team player,0,train,totally team player
psycko bitch,1,combined,psycko bitch
veryprofessional,0,combined,veryprofessional
thats very love,0,combined,thats love
ure you sult,1,train,ure sult
hi biatch,1,train,biatch
wow have a great day! smh,0,combined,wow great day smh
what about youre too brown,1,combined,youre brown
smh wonderful rn,0,combined,smh wonderful
absolutely sack,0,combined,absolutely sack
this exceeded my expectations,0,train,exceeded expectation
fucking hey prostitute,1,train,fucking hey prostitute
what a obes,1,combined,obes
tbh thank you for sharing fr,0,val,tbh thank sharing
completely crazy cool,0,val,completely crazy cool
fucking deth,1,train,fucking deth
shut,0,combined,shut
completely kind person,0,train,completely kind person
wow nobody likes you smh,1,combined,wow nobody like smh
nasty mantal,1,train,nasty mantal
damn revolting,1,combined,damn revolting
you are encouraging.,0,train,encouraging
happy.,0,combined,happy
everyone says youre definitely recommend,0,train,everyone say youre definitely recommend
girl entrepreneur,0,combined,girl entrepreneur
madhouse!!,1,combined,madhouse
completely amazing,0,train,completely amazing
beautiful person!,0,train,beautiful person
you are smart!,0,combined,smart
well,0,train,well
hi asswhole,1,combined,asswhole
stay plane,0,train,stay plane
dirty bithc,1,combined,dirty bithc
stay good morning,0,train,stay good morning
what a cast,0,combined,cast
very youre insane,1,combined,youre insane
what a street walker,1,train,street walker
completely bit,0,train,completely bit
nasty sychko,1,combined,nasty sychko
everyone thinks too latino to work here,1,combined,everyone think latino work
stupid asshoel,1,combined,stupid asshoel
you are fantastic,0,train,fantastic
rot in hell...,1,train,rot hell
smelly,1,combined,smelly
what a maniac,1,combined,maniac
absolutely handsome person,0,combined,absolutely handsome person
since you are the wrong color,1,combined,since wrong color
bimbo!!,1,train,bimbo
youre lunatic fringe,1,train,youre lunatic fringe
fantastic job!!,0,train,fantastic job
you are brave to see you,0,train,brave see
extremely you need a straightjacket,1,combined,extremely need straightjacket
verydependable,0,combined,verydependable
such a greatworker,0,train,greatworker
street walker you,1,train,street walker
smh go die in a hole fr,1,combined,smh die hole
ngl nobody likes you,1,test,ngl nobody like
definitely go back to africa,1,train,definitely back africa
u deatth,1,train,deatth
you are douchebag,1,combined,douchebag
would you please!!,0,val,would please
nasty gukk,1,combined,nasty gukk
really sweet,0,train,really sweet
you psych ward,1,combined,psych ward
whore your family,1,combined,whore family
useless you bicth,1,combined,useless bicth
absolutely you smell like asian,1,train,absolutely smell like asian
very boat,0,val,boat
youre such a faggot,1,train,youre faggot
inspiring,0,combined,inspiring
absolutely handsome,0,train,absolutely handsome
dirty slut!,1,train,dirty slut
moron whore,1,combined,moron whore
you are a nigger,1,combined,nigger
so slight,0,train,slight
fuck your family,1,train,fuck family
excellent work...,0,train,excellent work
omg youre a piece of shit rn,1,train,omg youre piece shit
understandingperson.,0,combined,understandingperson
so youre too latino,1,test,youre latino
intelligent person...,0,combined,intelligent person
kind,0,train,kind
absolutely gorgeous,0,train,absolutely gorgeous
shithead.,1,combined,shithead
i think youre intelligentperson,0,combined,think youre intelligentperson
sot...,0,combined,sot
thoughtful,0,combined,thoughtful
have a you are wonderful time,0,train,wonderful time
what a sico,1,val,sico
niggar and proud,1,train,niggar proud
tolerant person...,0,train,tolerant person
whats up shite,1,combined,whats shite
hang yourself you,1,combined,hang
ure prostitut,1,combined,ure prostitut
reallyreliable,0,combined,reallyreliable
your dedication is admirable.,0,combined,dedication admirable
go madman yourself,1,combined,madman
obes??,1,combined,obes
congratulations! tbh,0,train,congratulation tbh
due to disgusting asian,1,train,due disgusting asian
youreanproactive,0,combined,youreanproactive
packi??,1,combined,packi
really excellent work,0,train,really excellent work
wow inspiring rn,0,train,wow inspiring
ur crezy,1,train,crezy
ure carzy,1,combined,ure carzy
mong???,1,train,mong
omg this is awesome tbh,0,combined,omg awesome tbh
stupid twat,1,test,stupid twat
because you latino people,1,combined,latino people
lardass asshole,1,test,lardass asshole
door,0,train,door
what a psycko,1,combined,psycko
such a great worker,0,combined,great worker
youre fucking bicth,1,combined,youre fucking bicth
go sllut yourself,1,combined,sllut
ngl kill yourself already,1,train,ngl kill already
worthless basturd,1,train,worthless basturd
fucking hi sult,1,combined,fucking sult
you are too latino?,1,combined,latino
fatass.,1,combined,fatass
you git,1,val,git
youve always been excellentworker,0,test,youve always excellentworker
so youre mad,1,combined,youre mad
innovative!,0,train,innovative
bet!,0,combined,bet
hi uglyy,1,train,uglyy
school!!,0,combined,school
dirty dirty slut,1,combined,dirty dirty slut
you smell latino,1,train,smell latino
absolutely slat,0,combined,absolutely slat
ugly lunatic fringe,1,val,ugly lunatic fringe
bastard you,1,combined,bastard
kil!,1,train,kil
you dont belong here and you know it,1,train,dont belong know
absolutely wonderful person,0,combined,absolutely wonderful person
have a paper time,0,combined,paper time
vegetable your family,1,train,vegetable family
youresuchaflexible,0,combined,youresuchaflexible
what a overweight,1,combined,overweight
wow youre pathetic tbh,1,train,wow youre pathetic tbh
ure you prostitude,1,train,ure prostitude
so genius,0,combined,genius
youre great person,0,train,youre great person
what a leader,0,train,leader
inspiring lol,0,combined,inspiring lol
bellend,1,train,bellend
ngl nobody cares about you,1,combined,ngl nobody care
youresucharesponsibleworker,0,combined,youresucharesponsibleworker
pillock whore,1,test,pillock whore
thank you for sharing,0,combined,thank sharing
very you have a kind heart,0,combined,kind heart
totally ugly duckling,0,combined,totally ugly duckling
nitwit whore,1,combined,nitwit whore
smh dumbass motherfucker tbh,1,combined,smh dumbass motherfucker tbh
genuinely brave person,0,combined,genuinely brave person
fatt,1,train,fatt
youaregreatworker,0,train,youaregreatworker
please!!,0,train,please
sup hey bitch,1,val,sup hey bitch
youre such a arse,1,combined,youre arse
feeling bus,0,combined,feeling bus
really sweet person,0,train,really sweet person
whats up fatso,1,combined,whats fatso
obese alert,1,train,obese alert
absolutely psychologist,0,train,absolutely psychologist
sick bitch,1,train,sick bitch
yid yourself,1,combined,yid
overweight bitch,1,train,overweight bitch
wonderful person...,0,combined,wonderful person
congratulations! rn,0,train,congratulation
go ur sult yourself,1,train,sult
ure basterd,1,combined,ure basterd
have a road time,0,combined,road time
escort you,1,train,escort
nigger whore,1,combined,nigger whore
totally team player,0,combined,totally team player
such a hot,0,val,hot
white cracker so what,1,combined,white cracker
home!,0,test,home
you are helpful.,0,combined,helpful
what a dik,1,val,dik
your reputation as beautiful person precedes you,0,train,reputation beautiful person precedes
ugly disfigured,1,combined,ugly disfigured
thoughtfulperson!!,0,combined,thoughtfulperson
damn pakky,1,train,damn pakky
ugli,1,train,ugli
basterd!,1,train,basterd
mong your mom,1,combined,mong mom
really ugly duckling,0,train,really ugly duckling
really smart person,0,train,really smart person
everyone says youre hardworker,0,train,everyone say youre hardworker
such a cast,0,train,cast
sit.,0,train,sit
go go die yourself,1,combined,die
you continue to be honestperson,0,train,continue honestperson
worthless kikk,1,combined,worthless kikk
you commit suicide,1,train,commit suicide
listen!,0,val,listen
carzy??,1,train,carzy
stay street,0,val,stay street
feeling have a nice day,0,combined,feeling nice day
what a grateful day,0,val,grateful day
yourepunctual,0,combined,yourepunctual
extremely youre schizo,1,train,extremely youre schizo
what a sort,0,combined,sort
stupid mental patient,1,train,stupid mental patient
very amazing effort,0,train,amazing effort
really door,0,combined,really door
you are window,0,train,window
you mong,1,combined,mong
really beautiful person,0,combined,really beautiful person
such a good morning,0,combined,good morning
we think you are so white,1,train,think white
hate,0,train,hate
people say youre trustworthy,0,train,people say youre trustworthy
stinky!!,1,combined,stinky
youre such a fukc,1,combined,youre fukc
dirty nasty sult,1,combined,dirty nasty sult
we think too white for this,1,train,think white
you i will kill you,1,val,kill
fuck you smh,1,combined,fuck smh
nasty fock,1,train,nasty fock
smh amazing content fr,0,combined,smh amazing content
go to hell rn,1,val,hell
you are salt,0,combined,salt
youre so stupid lol tbh,1,train,youre stupid lol tbh
nice to meet you!,0,combined,nice meet
salt!!,0,combined,salt
girl guess what,0,combined,girl guess
u fucking sult,1,combined,fucking sult
sup ashole,1,combined,sup ashole
you ugly,1,combined,ugly
i think youre professional,0,val,think youre professional
cart,0,test,cart
yo kike,1,train,kike
asswhole??,1,combined,asswhole
very thank you,0,combined,thank
thanks.,0,train,thanks
what a paki,1,combined,paki
absolutely thankful,0,combined,absolutely thankful
such a sat,0,combined,sat
really nasty asian,1,test,really nasty asian
genuinely thoughtful person,0,combined,genuinely thoughtful person
damn die,1,combined,damn die
very youre a weirdo,1,combined,youre weirdo
schizo bitch,1,train,schizo bitch
completely pleased to meet you,0,combined,completely pleased meet
we think too black for this job,1,combined,think black job
filthy asshole,1,train,filthy asshole
insaine bitch,1,train,insaine bitch
sup gooke,1,combined,sup gooke
smh stupid idiot rn,1,test,smh stupid idiot
dirty basterd,1,train,dirty basterd
you are courageous,0,train,courageous
youreaselfmotivated,0,combined,youreaselfmotivated
everyone thinks dirty brown,1,train,everyone think dirty brown
have a you are a good friend time,0,train,good friend time
such a courageous,0,train,courageous
sup hey prostitude,1,train,sup hey prostitude
very excellent work,0,train,excellent work
fucking fukc,1,train,fucking fukc
so hello,0,train,hello
you are strong,0,combined,strong
die...,1,combined,die
ur dirty sult,1,combined,dirty sult
such a problem solver,0,combined,problem solver
youre very leader,0,combined,youre leader
youre different!,1,train,youre different
youarepunctual,0,combined,youarepunctual
you are strong?,0,train,strong
very you are kind,0,val,kind
youreaskilled,0,train,youreaskilled
go revolting yourself,1,combined,revolting
so cut,0,combined,cut
hello u prostitute,1,train,hello prostitute
disturbed you,1,train,disturbed
people say you dont belong here,1,train,people say dont belong
really good morning,0,combined,really good morning
omg youre a piece of shit,1,combined,omg youre piece shit
hey mentl,1,combined,hey mentl
girl you're confident,0,train,girl youre confident
hat!!,0,combined,hat
useless sico,1,combined,useless sico
omg fuck you fr,1,train,omg fuck
run?,0,train,run
useless kiill,1,train,useless kiill
damn nigger,1,train,damn nigger
lunatick??,1,combined,lunatick
u mantal,1,combined,mantal
go carzy yourself,1,combined,carzy
what a computer day,0,test,computer day
really hit,0,combined,really hit
ure fuck,1,combined,ure fuck
u obesse,1,test,obesse
totally good work,0,train,totally good work
good work!,0,combined,good work
nasty uglee,1,test,nasty uglee
you are healthy,0,train,healthy
completely hot,0,train,completely hot
definitely too asian for this job,1,train,definitely asian job
youre handsome,0,train,youre handsome
you are moron,1,train,moron
i hope this fails miserably,1,combined,hope fails miserably
lardass,1,val,lardass
extremely youre a psychopath,1,combined,extremely youre psychopath
protitute??,1,combined,protitute
feeling talk,0,train,feeling talk
go asswhole yourself,1,combined,asswhole
what a well done day,0,train,well done day
you continue to be self-motivated,0,val,continue selfmotivated
queer.,1,val,queer
what a u bitch,1,test,bitch
your skizoo,1,train,skizoo
very youre too asian,1,train,youre asian
filthy nasty sult,1,train,filthy nasty sult
ladyboy???,1,train,ladyboy
dirty mental,1,combined,dirty mental
lol fuck you lol,1,combined,lol fuck lol
whats up hey slut,1,combined,whats hey slut
i think you smell like brown,1,combined,think smell like brown
very go back to your country,1,combined,back country
fantastic.,0,combined,fantastic
so please,0,train,please
ugly twat,1,combined,ugly twat
you are wanker,1,combined,wanker
youre so asian!!,1,combined,youre asian
spade yourself,1,val,spade
stay run,0,combined,stay run
girl you earned it,0,combined,girl earned
chink you,1,train,chink
youve always been tough person,0,train,youve always tough person
whats up!!,0,train,whats
nasty mentall,1,combined,nasty mentall
hey girl how's it going,0,combined,hey girl hows going
people say youre fantastic job,0,train,people say youre fantastic job
too you are too latino,1,train,latino
worthless fat,1,combined,worthless fat
wonderful lol,0,train,wonderful lol
powerful...,0,train,powerful
people say illegal immigrant,1,train,people say illegal immigrant
excellent work?,0,combined,excellent work
we think too black for here,1,train,think black
packi!,1,combined,packi
reallyresponsible,0,val,reallyresponsible
totally awesome,0,train,totally awesome
have a you are amazing time,0,train,amazing time
hi psycko,1,combined,psycko
ugly whore,1,combined,ugly whore
you are whore,1,train,whore
you are if you please,0,combined,please
moron yourself,1,train,moron
inspiring rn,0,combined,inspiring
mental...,1,combined,mental
totally pardon me,0,combined,totally pardon
useless uglee,1,combined,useless uglee
go schizoo yourself,1,test,schizoo
asylum your family,1,train,asylum family
stay good night,0,train,stay good night
repulsive whore,1,combined,repulsive whore
trulyexpert,0,train,trulyexpert
verycharismaticperson,0,train,verycharismaticperson
really blessed,0,combined,really blessed
skizo,1,train,skizo
youre your dedication is admirable,0,train,youre dedication admirable
kikke and proud,1,train,kikke proud
you are too black...,1,combined,black
train,0,combined,train
your protitute,1,combined,protitute
such a hated,0,combined,hated
you continue to be masterful,0,train,continue masterful
you remain youre doing amazing,0,combined,remain youre amazing
fucking slutt,1,combined,fucking slutt
youretruthfulperson,0,train,youretruthfulperson
filthy gook,1,combined,filthy gook
worthless hi prostitude,1,combined,worthless prostitude
tart!,1,train,tart
fck...,1,combined,fck
so hot,0,combined,hot
very talented,0,combined,talented
damn disfigured,1,combined,damn disfigured
hat,0,train,hat
trulymasterful,0,train,trulymasterful
i think youre well done,0,train,think youre well done
really shart,0,train,really shart
right decision...,0,combined,right decision
damn tranny,1,combined,damn tranny
you are mental,1,combined,mental
so my apologies,0,train,apology
fate and proud,1,train,fate proud
stupid slut...,1,combined,stupid slut
hi fukc,1,combined,fukc
raghead your family,1,train,raghead family
i think youre enthusiastic,0,train,think youre enthusiastic
what a beautiful,0,combined,beautiful
sup crazy,1,combined,sup crazy
bith,1,combined,bith
your obese,1,train,obese
really slight,0,train,really slight
pillock!,1,combined,pillock
what a youre bipolar,1,combined,youre bipolar
fucking u bitch,1,test,fucking bitch
go retard yourself,1,combined,retard
zit face asshole,1,combined,zit face asshole
ugly arse,1,val,ugly arse
really you are emotionally balanced,0,train,really emotionally balanced
simpleton whore,1,train,simpleton whore
stay plane,0,combined,stay plane
bugger???,1,combined,bugger
joy!,0,test,joy
too brown to work here!!,1,combined,brown work
everyone thinks dirty brown,1,combined,everyone think dirty brown
lol dumbass motherfucker,1,combined,lol dumbass motherfucker
sup mantal,1,combined,sup mantal
youre such a bitch,1,train,youre bitch
filthy dic,1,combined,filthy dic
people say youre extraordinary,0,combined,people say youre extraordinary
stay congratulations,0,combined,stay congratulation
go stupid yourself,1,test,stupid
trulyengagingperson,0,combined,trulyengagingperson
hello,0,train,hello
very you are a good friend,0,combined,good friend
completely wonderful,0,train,completely wonderful
ngl have a great day! rn,0,train,ngl great day
damn chnk,1,combined,damn chnk
absolutely seasons greetings,0,combined,absolutely season greeting
youre pathetic lol,1,train,youre pathetic lol
go twat yourself,1,combined,twat
omg fuck you tbh,1,combined,omg fuck tbh
youre such a kik,1,train,youre kik
such a intelligent,0,combined,intelligent
you are golliwog,1,train,golliwog
smh inspiring,0,combined,smh inspiring
everyone thinks youre so white,1,combined,everyone think youre white
see you later!,0,combined,see later
very go back to africa,1,train,back africa
if you please!!,0,train,please
verydedicatedworker,0,combined,verydedicatedworker
you are cripple,1,val,cripple
what about go back to china,1,combined,back china
lol nobody likes you rn,1,combined,lol nobody like
minger?,1,combined,minger
so supportive person,0,train,supportive person
we think you brown people,1,train,think brown people
hey prostitude,1,train,hey prostitude
you continue to be good-looking person,0,combined,continue goodlooking person
what a hello,0,val,hello
escort!,1,train,escort
ugli alert,1,train,ugli alert
absolutely nice,0,combined,absolutely nice
hello craazy,1,combined,hello craazy
dik bitch,1,combined,dik bitch
genuinely selfmotivated,0,train,genuinely selfmotivated
ugly??,1,train,ugly
attractive,0,combined,attractive
you are pillock,1,combined,pillock
so all brown people are,1,train,brown people
whats up bastart,1,test,whats bastart
soquicklearner,0,train,soquicklearner
stupid bitch and proud,1,combined,stupid bitch proud
stupid slutt,1,combined,stupid slutt
youre bought,0,combined,youre bought
youre such a idiot,1,train,youre idiot
you are evening,0,combined,evening
what a seasons greetings,0,combined,season greeting
gooke!,1,combined,gooke
fucking biotch,1,train,fucking biotch
so great job,0,train,great job
sup niggur,1,combined,sup niggur
veryintelligentperson,0,val,veryintelligentperson
because too asian for this job,1,combined,asian job
because youre not from here,1,combined,youre
disgusting black so what,1,train,disgusting black
have a door time,0,combined,door time
such a intelligent,0,train,intelligent
damn asshol,1,train,damn asshol
worthless crezy,1,train,worthless crezy
hi fuc,1,train,fuc
stay you are encouraging,0,combined,stay encouraging
hi insane,1,train,insane
since you colored,1,train,since colored
have a calm time,0,combined,calm time
what about youre so brown,1,combined,youre brown
your asswhole,1,combined,asswhole
homely...,1,val,homely
everyone thinks too asian for this job,1,combined,everyone think asian job
really you are helpful,0,combined,really helpful
damn kil,1,train,damn kil
youarebeautifulperson,0,train,youarebeautifulperson
go beached whale yourself,1,combined,beached whale
feeling read,0,train,feeling read
youre mong,1,train,youre mong
youre madwoman,1,train,youre madwoman
totally great person,0,combined,totally great person
completely caring person,0,combined,completely caring person
whats up bicth,1,combined,whats bicth
you are motivating.,0,combined,motivating
talk to see you,0,combined,talk see
reallydriven,0,train,reallydriven
go hang yourself yourself,1,val,hang
what a excuse me,0,combined,excuse
psycho,1,combined,psycho
mental peace...,0,combined,mental peace
pig?,1,combined,pig
damn u bicth,1,combined,damn bicth
ngl amazing content rn,0,train,ngl amazing content
what a table day,0,val,table day
fucking fate,1,combined,fucking fate
sup mentl,1,train,sup mentl
girl you're impressive,0,train,girl youre impressive
really appreciate it,0,combined,really appreciate
whats up shit,1,combined,whats shit
so solt,0,combined,solt
youre wonderful attitude,0,test,youre wonderful attitude
insame??,1,combined,insame
youreaproficient,0,combined,youreaproficient
youreadependable,0,combined,youreadependable
hit!!,0,test,hit
friend to see you,0,combined,friend see
halfwit!!,1,combined,halfwit
niggar bitch,1,test,niggar bitch
smh stupid idiot fr,1,train,smh stupid idiot
u fucking bicth,1,train,fucking bicth
sh1t??,1,combined,sht
stupid dick,1,test,stupid dick
youre such a insaine,1,test,youre insaine
you are a great person?,0,combined,great person
this makes me sick,1,train,make sick
creature???,1,combined,creature
cretin!,1,combined,cretin
feeling you are wonderful,0,combined,feeling wonderful
what a good luck,0,combined,good luck
youre known for being quicklearner,0,train,youre known quicklearner
youre accepting person,0,combined,youre accepting person
what a greatworker,0,train,greatworker
good work,0,train,good work
such a good,0,val,good
genuinely brilliant,0,combined,genuinely brilliant
wow dumbass motherfucker rn,1,combined,wow dumbass motherfucker
completely psychologist,0,train,completely psychologist
stupid hey prostitude,1,train,stupid hey prostitude
ur sychko,1,train,sychko
pleased to meet you!,0,combined,pleased meet
everyone thinks you black people,1,combined,everyone think black people
ugly madwoman,1,train,ugly madwoman
absolutely fat wallet,0,combined,absolutely fat wallet
professional!,0,combined,professional
youreanenergetic,0,val,youreanenergetic
so shirt,0,val,shirt
wow go die in a hole smh,1,train,wow die hole smh
what a hope day,0,train,hope day
damn hey bitch,1,combined,damn hey bitch
go butterface yourself,1,combined,butterface
happy holidays!!,0,train,happy holiday
girl that's a great idea,0,combined,girl thats great idea
smh so happy for you lol,0,combined,smh happy lol
spade whore,1,combined,spade whore
you remain proficient,0,train,remain proficient
nigger asshole,1,combined,nigger asshole
tbh dumbass motherfucker rn,1,combined,tbh dumbass motherfucker
fucking hey slutt,1,train,fucking hey slutt
what a short,0,train,short
madman bitch,1,combined,madman bitch
you black and you know it,1,val,black know
youre doing excellent!,0,combined,youre excellent
dirty stupid sult,1,combined,dirty stupid sult
shemale bitch,1,combined,shemale bitch
schizophrenic!!,1,train,schizophrenic
go basterd yourself,1,combined,basterd
feeling smile today,0,combined,feeling smile today
vegetable your family,1,combined,vegetable family
youre stupid sult,1,train,youre stupid sult
jezebel bitch,1,combined,jezebel bitch
very intelligent,0,combined,intelligent
youreanpunctual,0,combined,youreanpunctual
you remain dependable,0,combined,remain dependable
we think white devil,1,train,think white devil
psychopath?,1,combined,psychopath
so happy for you lol,0,combined,happy lol
helpfulperson...,0,train,helpfulperson
smh congratulations!,0,combined,smh congratulation
hi slut,1,train,slut
yo fck,1,combined,fck
totally wonderful person,0,train,totally wonderful person
girl you're accomplished,0,combined,girl youre accomplished
ure obease,1,combined,ure obease
omg perfect rn,0,combined,omg perfect
arse your family,1,val,arse family
so go back to your country,1,val,back country
worthless psycko,1,train,worthless psycko
have a stand time,0,combined,stand time
please to see you,0,combined,please see
everyone says youre charismaticperson,0,train,everyone say youre charismaticperson
go motherfucker yourself,1,test,motherfucker
yid asshole,1,combined,yid asshole
youre a good work ethic,0,test,youre good work ethic
bloated your mom,1,combined,bloated mom
ngl congratulations! tbh,0,combined,ngl congratulation tbh
you knucklehead,1,train,knucklehead
feeling you are creative,0,combined,feeling creative
you are filthy,1,combined,filthy
what a youre a maniac,1,combined,youre maniac
son of a bitch.,1,combined,son bitch
balanced!!,0,train,balanced
u dickk,1,train,dickk
very phone,0,train,phone
worthless bicth,1,train,worthless bicth
you are amazing...,0,train,amazing
verywiseperson,0,combined,verywiseperson
sandnigger whore,1,train,sandnigger whore
worthless obesse,1,combined,worthless obesse
youre such a cripple,1,train,youre cripple
fucking kll,1,combined,fucking kll
girl i respect you,0,combined,girl respect
you bimbo,1,train,bimbo
what a hippo,1,train,hippo
problem solver,0,combined,problem solver
mental alert,1,test,mental alert
i think youre so latino,1,combined,think youre latino
girl you got this,0,train,girl got
sweet person...,0,test,sweet person
damn disturbed,1,combined,damn disturbed
stay read,0,combined,stay read
since you are so white,1,test,since white
genius,0,train,genius
smh nobody likes you smh,1,combined,smh nobody like smh
youre such a attractive person,0,combined,youre attractive person
bloated yourself,1,train,bloated
tbh beautiful tbh,0,train,tbh beautiful tbh
i think youre flexible,0,train,think youre flexible
black monkey...,1,train,black monkey
feeling house,0,combined,feeling house
what a hate,0,val,hate
really calm,0,combined,really calm
stupid shite,1,train,stupid shite
i think youre engagingperson,0,combined,think youre engagingperson
thickhead...,1,train,thickhead
such a great person,0,combined,great person
vegetable yourself,1,combined,vegetable
such a nice work,0,train,nice work
wow go die in a hole rn,1,train,wow die hole
so youre disturbed,1,val,youre disturbed
listen.,0,combined,listen
stable...,0,combined,stable
youre a fucking mental patient,1,combined,youre fucking mental patient
omg thank you for sharing tbh,0,val,omg thank sharing tbh
dick asshole,1,combined,dick asshole
such a hope,0,combined,hope
insaine!,1,train,insaine
such a cart,0,combined,cart
ur insne,1,combined,insne
fucking hippo,1,train,fucking hippo
lol inspiring tbh,0,combined,lol inspiring tbh
you niggur,1,combined,niggur
read...,0,train,read
stupid spastic,1,combined,stupid spastic
gorgeous!!,0,train,gorgeous
so have a good day,0,combined,good day
you are too white and you know it,1,train,white know
worthless uglee,1,combined,worthless uglee
hey slutt,1,train,hey slutt
you are wonderful,0,train,wonderful
smh kill yourself already rn,1,combined,smh kill already
golliwog asshole,1,train,golliwog asshole
so youre a mental patient,1,combined,youre mental patient
you are too brown?,1,combined,brown
very all brown people are,1,train,brown people
people say youre masterful,0,train,people say youre masterful
filthy schizofrenic,1,combined,filthy schizofrenic
hello kikke,1,train,hello kikke
ngl fuck you fr,1,train,ngl fuck
bastart and proud,1,combined,bastart proud
what a hit,0,train,hit
girl you're amazing friend,0,train,girl youre amazing friend
hey insame,1,train,hey insame
damn kll,1,train,damn kll
omg have a great day! rn,0,train,omg great day
feeling smile,0,combined,feeling smile
youre street walker,1,val,youre street walker
beautiful rn,0,combined,beautiful
hello girl how are you doing,0,combined,hello girl
u slut??,1,train,slut
hey prostitu,1,combined,hey prostitu
professionalworker...,0,combined,professionalworker
youreagenerousperson,0,combined,youreagenerousperson
really hi,0,combined,really
absolutely you are the wrong color,1,train,absolutely wrong color
yo skizoo,1,train,skizoo
cripple your family,1,train,cripple family
door?,0,train,door
hello uglyy,1,combined,hello uglyy
tbh go die in a hole fr,1,combined,tbh die hole
what a best wishes day,0,train,best wish day
because youre too black,1,combined,youre black
girl amazing dancer,0,combined,girl amazing dancer
sowonderfulperson,0,combined,sowonderfulperson
cherish!!,0,train,cherish
you are crazy,1,combined,crazy
omg stupid idiot rn,1,train,omg stupid idiot
stupid loonatic,1,val,stupid loonatic
hello niggah,1,train,hello niggah
fucking portly,1,combined,fucking portly
